user_id,age,categorie_age,date_naissance,sexe,zone,niveau_education,annees_experience,etat_matrimonial,nombre_enfants,possede_voiture,possede_logement,possede_terrain,categorie_socioprofessionnelle,secteur_activite,heures_travail_hebdo,couleur_preferee,revenu_annuel
USER_11807,51,Senior,1974-08-13,Femme,Urbain,Sans niveau,29.0,Célibataire,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Sans emploi,0.0,Noir,4747
USER_11808,55,Senior,1970-11-19,Femme,Urbain,Fondamental,15.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,35.0,Vert,29448
USER_11809,61,Senior,1964-12-24,Homme,Urbain,Sans niveau,37.0,Marié,3,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,58.0,Noir,33739
USER_11810,56,Senior,1969-03-02,Femme,Rural,Fondamental,1.0,Célibataire,0,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Public,40.0,Noir,7546
USER_11811,58,Senior,1967-09-06,Femme,Rural,Supérieur,17.0,Veuf,3,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Sans emploi,0.0,Bleu,8909
USER_11812,23,Jeune,2002-09-08,Femme,Urbain,Secondaire,0.0,Célibataire,0,1.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,59.0,Rouge,13468
USER_11815,75,Âgé,1950-10-18,Femme,Urbain,Secondaire,20.0,Marié,3,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Sans emploi,41.0,Vert,16337
USER_11816,49,Adulte,1976-02-08,Femme,Urbain,Fondamental,17.0,Marié,4,1.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,70.0,Bleu,22989
USER_11818,45,Adulte,1980-02-11,Femme,Rural,Fondamental,22.0,Marié,1,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,51.0,Blanc,13882
USER_11819,43,Adulte,1982-09-18,Femme,Urbain,Secondaire,19.0,Marié,3,0.0,1.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,48.0,Orange,62910
USER_11821,27,Jeune,1998-05-11,Homme,Rural,Secondaire,0.0,Marié,2,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,42.0,Violet,16263
USER_11824,53,Senior,1972-07-16,Femme,Rural,Secondaire,30.0,Célibataire,0,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Blanc,7791
USER_11825,22,Jeune,2003-04-05,Femme,Urbain,Fondamental,1.0,Célibataire,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,41.0,Blanc,4873
USER_11827,67,Âgé,1958-11-03,Femme,Rural,Secondaire,11.0,Marié,3,0.0,0.0,0.0,Groupe 1: Cadres supérieurs/Directeurs,Privé formel,41.0,Orange,52375
USER_11828,49,Adulte,1976-09-05,Homme,Urbain,Fondamental,10.0,Marié,5,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,54.0,Rouge,45664
USER_11829,52,Senior,1973-10-15,Femme,Urbain,Fondamental,0.0,Veuf,1,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,47.0,Vert,8991
USER_11831,30,Adulte,1995-12-21,Femme,Rural,Sans niveau,2.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,41.0,Violet,6583
USER_11832,78,Âgé,1947-09-03,Femme,Rural,Secondaire,14.0,Marié,3,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,41.0,Blanc,3971
USER_11833,18,Jeune,2007-12-25,Femme,Rural,Fondamental,0.0,Célibataire,0,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,35.0,Orange,3000
USER_11834,48,Adulte,1977-06-15,Femme,Urbain,Fondamental,12.0,Marié,1,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Public,37.0,Orange,37772
USER_11836,40,Adulte,1985-05-28,Homme,Urbain,Supérieur,5.0,Marié,4,1.0,0.0,0.0,Groupe 1: Cadres supérieurs/Directeurs,Sans emploi,0.0,Noir,20021
USER_11837,71,Âgé,1954-06-01,Femme,Rural,Sans niveau,22.0,Marié,4,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,41.0,Noir,4506
USER_11838,51,Senior,1974-01-25,Homme,Urbain,Fondamental,25.0,Célibataire,0,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,57.0,Bleu,23271
USER_11840,65,Âgé,1960-01-25,Femme,Urbain,Fondamental,23.0,Marié,2,1.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,26.0,Jaune,16579
USER_11841,65,Âgé,1960-11-23,Homme,Urbain,Supérieur,12.0,Marié,2,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Vert,21998
USER_11842,66,Âgé,1959-01-28,Homme,Rural,Supérieur,13.0,Marié,1,0.0,1.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,42.0,Bleu,56066
USER_11844,70,Âgé,1955-02-11,Femme,Rural,Sans niveau,1.0,Divorcé,3,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,38.0,Rouge,6704
USER_11845,61,Senior,1964-03-25,Femme,Urbain,Secondaire,25.0,Marié,6,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,74.0,Vert,27347
USER_11847,47,Adulte,1978-11-19,Femme,Rural,Sans niveau,19.0,Célibataire,0,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,53.0,Blanc,8178
USER_11848,73,Âgé,1952-02-03,Femme,Urbain,Supérieur,26.0,Veuf,0,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Bleu,22232
USER_11849,27,Jeune,1998-12-07,Femme,Rural,Secondaire,4.0,Célibataire,0,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Bleu,3000
USER_11850,23,Jeune,2002-08-26,Femme,Urbain,Fondamental,2.0,Célibataire,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,57.0,Noir,3510
USER_11851,29,Jeune,1996-02-15,Femme,Rural,Fondamental,11.0,Célibataire,1,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,64.0,Rouge,5266
USER_11853,66,Âgé,1959-06-02,Femme,Rural,Secondaire,45.0,Marié,2,1.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,38.0,Bleu,28473
USER_11856,53,Senior,1972-12-05,Femme,Urbain,Fondamental,5.0,Marié,1,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Vert,3486
USER_11859,66,Âgé,1959-02-26,Homme,Rural,Sans niveau,15.0,Marié,4,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Public,43.0,Blanc,11605
USER_11860,72,Âgé,1953-09-21,Homme,Rural,Sans niveau,38.0,Marié,0,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,23.0,Bleu,14297
USER_11862,74,Âgé,1951-05-09,Homme,Rural,Fondamental,34.0,Marié,0,1.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,56.0,Jaune,13944
USER_11863,39,Adulte,1986-03-03,Femme,Rural,Fondamental,5.0,Marié,2,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,34.0,Jaune,9926
USER_11866,46,Adulte,1979-11-19,Homme,Urbain,Fondamental,13.0,Divorcé,0,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,41.0,Jaune,35043
USER_11867,24,Jeune,2001-09-16,Homme,Urbain,Secondaire,1.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,41.0,Jaune,32519
USER_11868,65,Âgé,1960-05-16,Femme,Rural,Sans niveau,16.0,Marié,1,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,34.0,Rouge,4665
USER_11870,20,Jeune,2005-02-05,Femme,Rural,Sans niveau,1.0,Célibataire,0,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,33.0,Vert,5579
USER_11872,62,Senior,1963-05-17,Homme,Urbain,Sans niveau,11.0,Divorcé,1,1.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Sans emploi,0.0,Rouge,6078
USER_11873,37,Adulte,1988-10-26,Femme,Rural,Sans niveau,13.0,Marié,5,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,41.0,Violet,7287
USER_11874,26,Jeune,1999-01-11,Femme,Rural,Secondaire,1.0,Marié,1,1.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,55.0,Noir,6030
USER_11875,58,Senior,1967-07-16,Homme,Rural,Secondaire,23.0,Veuf,2,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,41.0,Blanc,21363
USER_11876,53,Senior,1972-01-17,Femme,Rural,Fondamental,30.0,Marié,2,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,75.0,Orange,8220
USER_11879,35,Adulte,1990-10-02,Femme,Rural,Fondamental,4.0,Marié,3,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,62.0,Blanc,3774
USER_11881,68,Âgé,1957-05-08,Femme,Urbain,Secondaire,6.0,Marié,1,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,61.0,Jaune,14193
USER_11882,19,Jeune,2006-07-12,Femme,Urbain,Fondamental,0.0,Célibataire,0,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Public,45.0,Rouge,31340
USER_11883,54,Senior,1971-11-11,Homme,Urbain,Fondamental,9.0,Veuf,2,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,63.0,Jaune,14968
USER_11884,48,Adulte,1977-02-12,Homme,Rural,Fondamental,18.0,Marié,4,1.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,29.0,Violet,8751
USER_11885,39,Adulte,1986-12-17,Femme,Urbain,Fondamental,3.0,Marié,3,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,47.0,Violet,15219
USER_11886,63,Senior,1962-05-17,Femme,Urbain,Fondamental,18.0,Veuf,4,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Bleu,8355
USER_11887,26,Jeune,1999-03-13,Homme,Urbain,Fondamental,3.0,Célibataire,0,1.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,48.0,Violet,33306
USER_11888,37,Adulte,1988-07-19,Homme,Urbain,Fondamental,15.0,Célibataire,1,1.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,62.0,Rouge,19229
USER_11889,37,Adulte,1988-02-08,Homme,Urbain,Secondaire,8.0,Marié,3,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,56.0,Blanc,29549
USER_11890,64,Senior,1961-07-05,Homme,Rural,Fondamental,20.0,Veuf,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,69.0,Vert,7732
USER_11891,69,Âgé,1956-05-17,Homme,Urbain,Fondamental,0.0,Marié,2,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Sans emploi,0.0,Violet,4202
USER_11892,18,Jeune,2007-04-11,Femme,Urbain,Secondaire,0.0,Célibataire,0,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,80.0,Orange,11203
USER_11893,47,Adulte,1978-06-22,Femme,Urbain,Fondamental,13.0,Célibataire,1,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,46.0,Bleu,26717
USER_11895,53,Senior,1972-05-27,Femme,Urbain,Fondamental,6.0,Marié,0,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,48.0,Bleu,25653
USER_11896,31,Adulte,1994-03-26,Femme,Urbain,Secondaire,13.0,Marié,2,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,37.0,Blanc,23844
USER_11897,18,Jeune,2007-10-13,Femme,Rural,Sans niveau,0.0,Célibataire,0,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,38.0,Blanc,3000
USER_11899,27,Jeune,1998-09-23,Femme,Urbain,Sans niveau,0.0,Marié,0,1.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,59.0,Jaune,10096
USER_11900,26,Jeune,1999-01-21,Homme,Urbain,Fondamental,1.0,Marié,0,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Sans emploi,0.0,Bleu,3102
USER_11902,31,Adulte,1994-07-07,Femme,Rural,Secondaire,7.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,40.0,Blanc,8896
USER_11904,56,Senior,1969-10-28,Homme,Rural,Fondamental,7.0,Veuf,2,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,39.0,Jaune,21888
USER_11905,35,Adulte,1990-10-18,Femme,Rural,Secondaire,7.0,Marié,2,1.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,40.0,Orange,4057
USER_11907,77,Âgé,1948-06-26,Homme,Urbain,Sans niveau,33.0,Marié,3,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé formel,31.0,Noir,32520
USER_11908,76,Âgé,1949-01-25,Homme,Urbain,Fondamental,29.0,Veuf,1,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,56.0,Violet,16321
USER_11909,42,Adulte,1983-10-25,Femme,Urbain,Fondamental,18.0,Divorcé,5,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,53.0,Orange,11703
USER_11910,53,Senior,1972-11-28,Femme,Rural,Supérieur,20.0,Marié,3,0.0,1.0,0.0,Groupe 1: Cadres supérieurs/Directeurs,Public,49.0,Vert,49339
USER_11911,48,Adulte,1977-09-06,Homme,Rural,Fondamental,11.0,Marié,3,1.0,1.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,36.0,Blanc,22742
USER_11912,63,Senior,1962-03-03,Femme,Urbain,Fondamental,14.0,Marié,2,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,30.0,Noir,15997
USER_11913,52,Senior,1973-01-09,Homme,Rural,Secondaire,19.0,Marié,0,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,38.0,Bleu,41769
USER_11914,77,Âgé,1948-01-04,Homme,Rural,Secondaire,33.0,Marié,3,1.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,56.0,Rouge,44114
USER_11916,44,Adulte,1981-09-04,Homme,Rural,Sans niveau,11.0,Célibataire,0,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,41.0,Blanc,4971
USER_11920,27,Jeune,1998-12-09,Femme,Rural,Fondamental,8.0,Célibataire,1,1.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé formel,45.0,Orange,5352
USER_11923,45,Adulte,1980-08-08,Femme,Rural,Secondaire,23.0,Divorcé,3,1.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Bleu,5004
USER_11925,40,Adulte,1985-07-23,Homme,Rural,Fondamental,11.0,Célibataire,0,0.0,1.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Noir,3000
USER_11926,23,Jeune,2002-04-17,Femme,Urbain,Secondaire,2.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,36.0,Orange,34244
USER_11927,31,Adulte,1994-11-03,Femme,Urbain,Sans niveau,13.0,Célibataire,0,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,27.0,Bleu,16706
USER_11928,77,Âgé,1948-07-09,Femme,Urbain,Fondamental,1.0,Veuf,2,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,25.0,Rouge,5039
USER_11929,41,Adulte,1984-04-05,Homme,Urbain,Fondamental,7.0,Marié,2,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,32.0,Bleu,19437
USER_11930,26,Jeune,1999-11-03,Homme,Rural,Sans niveau,5.0,Célibataire,0,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé formel,33.0,Noir,3682
USER_11931,63,Senior,1962-03-23,Femme,Urbain,Fondamental,45.0,Marié,2,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,34.0,Violet,57520
USER_11932,57,Senior,1968-07-20,Femme,Urbain,Secondaire,30.0,Célibataire,0,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,59.0,Rouge,30593
USER_11933,55,Senior,1970-11-10,Homme,Urbain,Sans niveau,1.0,Marié,1,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Public,39.0,Jaune,16773
USER_11934,73,Âgé,1952-12-06,Homme,Urbain,Secondaire,16.0,Marié,2,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Rouge,17712
USER_11938,39,Adulte,1986-05-14,Homme,Urbain,Sans niveau,14.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Public,34.0,Vert,25002
USER_11939,19,Jeune,2006-05-06,Homme,Urbain,Sans niveau,1.0,Célibataire,0,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Public,34.0,Noir,11800
USER_11940,42,Adulte,1983-01-08,Femme,Urbain,Secondaire,7.0,Marié,1,1.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,40.0,Bleu,52853
USER_11943,75,Âgé,1950-06-24,Homme,Rural,Sans niveau,24.0,Marié,5,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Vert,4763
USER_11944,20,Jeune,2005-12-28,Homme,Rural,Supérieur,0.0,Célibataire,0,1.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Public,38.0,Jaune,32232
USER_11948,47,Adulte,1978-05-03,Femme,Urbain,Sans niveau,9.0,Marié,3,1.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,20.0,Jaune,8111
USER_11949,46,Adulte,1979-08-28,Femme,Rural,Sans niveau,21.0,Célibataire,0,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Violet,3390
USER_11951,78,Âgé,1947-07-10,Femme,Urbain,Fondamental,32.0,Marié,3,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,43.0,Vert,53977
USER_11952,26,Jeune,1999-11-13,Femme,Urbain,Sans niveau,5.0,Marié,0,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Violet,3346
USER_11953,62,Senior,1963-03-12,Femme,Rural,Fondamental,16.0,Marié,2,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,46.0,Vert,4924
USER_11955,33,Adulte,1992-05-28,Femme,Rural,Fondamental,3.0,Marié,2,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,56.0,Orange,3434
USER_11956,72,Âgé,1953-01-06,Femme,Rural,Secondaire,3.0,Célibataire,0,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,39.0,Jaune,14612
USER_11957,61,Senior,1964-07-26,Homme,Rural,Sans niveau,17.0,Marié,4,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Vert,3852
USER_11958,57,Senior,1968-04-24,Homme,Urbain,Sans niveau,11.0,Marié,3,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,44.0,Rouge,17212
USER_11961,63,Senior,1962-11-06,Homme,Rural,Secondaire,11.0,Marié,1,0.0,0.0,0.0,Groupe 1: Cadres supérieurs/Directeurs,Privé formel,57.0,Rouge,43005
USER_11962,54,Senior,1971-05-07,Homme,Urbain,Fondamental,11.0,Marié,5,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé formel,35.0,Rouge,21834
USER_11965,47,Adulte,1978-08-13,Femme,Urbain,Fondamental,8.0,Marié,2,1.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Sans emploi,0.0,Bleu,4614
USER_11966,39,Adulte,1986-05-14,Homme,Rural,Fondamental,4.0,Célibataire,0,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,68.0,Rouge,5747
USER_11968,73,Âgé,1952-05-17,Homme,Urbain,Fondamental,31.0,Marié,2,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,59.0,Rouge,21036
USER_11969,47,Adulte,1978-10-27,Femme,Rural,Fondamental,11.0,Marié,4,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Jaune,3000
USER_11970,49,Adulte,1976-09-17,Femme,Urbain,Sans niveau,27.0,Marié,2,1.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,49.0,Noir,34277
USER_11971,31,Adulte,1994-01-25,Femme,Urbain,Fondamental,0.0,Célibataire,0,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,52.0,Vert,8997
USER_11972,40,Adulte,1985-04-24,Homme,Urbain,Fondamental,1.0,Marié,2,1.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,41.0,Bleu,9339
USER_11974,75,Âgé,1950-04-18,Homme,Urbain,Sans niveau,34.0,Divorcé,4,1.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé formel,45.0,Noir,23249
USER_11975,53,Senior,1972-12-17,Homme,Rural,Fondamental,7.0,Marié,4,0.0,1.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,55.0,Blanc,25247
USER_11976,46,Adulte,1979-09-06,Femme,Urbain,Fondamental,25.0,Marié,4,1.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Sans emploi,0.0,Orange,10714
USER_11977,41,Adulte,1984-05-11,Homme,Rural,Fondamental,18.0,Marié,4,0.0,0.0,0.0,Groupe 2: Cadres moyens/Employés/Commerçants,Privé formel,51.0,Bleu,35016
USER_11978,64,Senior,1961-12-05,Homme,Urbain,Sans niveau,2.0,Marié,3,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,74.0,Jaune,7764
USER_11979,28,Jeune,1997-08-20,Homme,Urbain,Sans niveau,7.0,Célibataire,0,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,56.0,Blanc,11851
USER_11982,39,Adulte,1986-06-02,Homme,Urbain,Sans niveau,21.0,Célibataire,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,66.0,Bleu,10964
USER_11984,69,Âgé,1956-11-02,Homme,Urbain,Fondamental,12.0,Veuf,3,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Public,43.0,Violet,31359
USER_11985,51,Senior,1974-05-08,Femme,Urbain,Sans niveau,8.0,Marié,4,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,52.0,Jaune,6047
USER_11986,77,Âgé,1948-04-07,Homme,Urbain,Fondamental,22.0,Marié,3,1.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Privé informel,51.0,Noir,31351
USER_11988,50,Senior,1975-06-07,Femme,Rural,Sans niveau,21.0,Divorcé,2,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,18.0,Violet,5065
USER_11989,38,Adulte,1987-09-09,Femme,Rural,Fondamental,8.0,Célibataire,0,0.0,0.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Privé informel,54.0,Rouge,4641
USER_11990,41,Adulte,1984-10-11,Femme,Urbain,Sans niveau,14.0,Marié,1,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,34.0,Vert,10720
USER_11992,66,Âgé,1959-07-24,Femme,Rural,Fondamental,19.0,Marié,2,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé formel,53.0,Bleu,14628
USER_11994,54,Senior,1971-03-26,Femme,Rural,Fondamental,16.0,Marié,3,1.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,55.0,Rouge,7474
USER_11998,50,Senior,1975-09-15,Homme,Rural,Fondamental,13.0,Marié,2,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,52.0,Violet,9792
USER_11999,48,Adulte,1977-12-26,Homme,Urbain,Sans niveau,8.0,Célibataire,2,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,63.0,Vert,11671
USER_12000,51,Senior,1974-02-18,Femme,Rural,Secondaire,5.0,Marié,3,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Sans emploi,0.0,Violet,3320
USER_12001,39,Adulte,1986-01-20,Homme,Urbain,Fondamental,21.0,Marié,4,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé informel,47.0,Jaune,21674
USER_12002,59,Senior,1966-04-08,Homme,Urbain,Sans niveau,0.0,Marié,3,0.0,0.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,44.0,Orange,14610
USER_12003,47,Adulte,1978-10-03,Femme,Rural,Fondamental,5.0,Marié,1,0.0,1.0,0.0,Groupe 5: Artisans/Ouvriers qualifiés,Privé formel,50.0,Vert,9200
USER_12004,22,Jeune,2003-11-22,Homme,Urbain,Fondamental,0.0,Célibataire,0,0.0,0.0,0.0,Groupe 3: Retraités/Rentiers/Inactifs,Public,34.0,Noir,16618
USER_12005,58,Senior,1967-04-16,Femme,Rural,Sans niveau,26.0,Marié,0,0.0,1.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Privé informel,36.0,Violet,6957
USER_12006,62,Senior,1963-04-05,Femme,Urbain,Fondamental,14.0,Marié,2,0.0,1.0,0.0,Groupe 6: Manœuvres/Petits métiers/Chômeurs,Sans emploi,0.0,Blanc,4451
USER_12007,40,Adulte,1985-07-21,Femme,Rural,Fondamental,0.0,Marié,4,0.0,0.0,0.0,Groupe 4: Exploitants agricoles/Pêcheurs,Sans emploi,0.0,Jaune,3000
